id,company,year_salary,low_year_salary,high_year_salary
6459,武汉地震科学仪器研究院有限公司,78-143,78,143
6460,青岛喜乐信息科技有限公司,96-180,96,180
6461,中科天际科技股份有限公司,84-144,84,144
6462,无锡新辰航国际贸易有限公司,96-144,96,144
6463,杭州量泓科技有限公司,84-144,84,144
6464,北京戴纳实验科技有限公司,72-120,72,120
6465,天津市盈瑞恒软件有限公司,108-168,108,168
6466,中电科思仪科技股份有限公司,108-156,108,156
6467,大连美恒电气有限公司,96-156,96,156
6468,禄研科技,65-78,65,78
6469,西安森瑟测控技术有限公司,96-156,96,156
6470,重庆凯奥科技发展有限公司,78-143,78,143
6471,广州市泰谷汽车电子有限公司,96-144,96,144
6472,宁波智造数字科技有限公司,84-120,84,120
6473,浙江毕刻科技有限公司,96-108,96,108
6474,越泰动力科技常州有限公司,96-156,96,156
6475,北京科环世纪电磁兼容技术有限责任公司,112-140,112,140
6476,河北惠仁医疗设备科技有限公司,48-96,48,96
6477,云南航天神州汽车有限公司,84-144,84,144
6478,大连连城数控机器股份有限公司,72-120,72,120
6479,通号粤港澳（广州）交通科技有限公司,135-210,135,210
6480,苏州博沃创新能源科技有限公司,112-182,112,182
6481,哲库科技（北京）有限公司,60-72,60,72
6482,蜂巢传动科技河北有限公司,112-182,112,182
6483,湖南坤雷科技有限公司,108-168,108,168
6484,原生量化（西安）科技有限公司,96-156,96,156
6485,精进电动科技（菏泽）有限公司,84-120,84,120
6486,北京亿信华辰软件有限责任公司,108-144,108,144
6487,紫宏（陕西）智能装备系统有限公司,84-144,84,144
6488,法奥意威（苏州）机器人系统有限公司,84-144,84,144
6489,西安闻翔电子科技有限公司,72-132,72,132
6490,深圳市六维科技有限公司,96-144,96,144
6491,山东塔罗斯智能装备有限公司,108-168,108,168
6492,山东华辰连科通信网络有限公司,104-169,104,169
6493,山东万里红信息技术有限公司,96-120,96,120
6494,西安虎鲨无人船有限公司,84-96,84,96
6495,中山掌芯科技有限公司,108-168,108,168
6496,耐力股份有限公司,84-120,84,120
6497,曼森伯格（深圳）科技发展有限公司,117-169,117,169
6498,北京佳明航电科技有限公司,96-120,96,120
6499,安徽创谱仪器科技有限公司,112-168,112,168
6500,陕西华燕航空仪表有限公司,96-156,96,156
6501,青岛德能创新科技有限公司,112-168,112,168
6502,常州易控汽车电子股份有限公司,117-182,117,182
6503,捷飞科芯（上海）计算技术有限公司,60-120,60,120
6504,武汉华工激光工程有限责任公司,126-196,126,196
6505,常州星宇车灯股份有限公司,72-120,72,120
6506,江苏云睿汽车电器系统有限公司,112-182,112,182
6507,上海百琪迈科技（集团）有限公司,126-196,126,196
6508,北京经纬恒润科技股份有限公司,120-195,120,195
6509,武汉锐科光纤激光技术股份有限公司,84-120,84,120
6510,上海学多多教育科技有限公司,72-96,72,96
6511,南京瑞日光电仪器有限公司,60-120,60,120
6512,长沙神弓信息科技有限公司,96-156,96,156
6513,正元地理信息集团股份有限公司,84-144,84,144
6514,中国科学院城市环境研究所,108-120,108,120
6515,金龙联合汽车工业（苏州）有限公司,120-195,120,195
6516,北京鼎佳达知识产权代理事务所（普通合伙）,60-120,60,120
6517,苏州索亚机器人技术有限公司,72-144,72,144
6518,东莞市海轮电子科技有限公司,84-144,84,144
6519,安徽中科晶格技术有限公司,104-130,104,130
6520,清华大学,60-120,60,120
6521,北京四象爱数科技有限公司,96-156,96,156
6522,山东业达欧力普城市科技有限公司,78-130,78,130
6523,天津天电清源科技有限公司,96-156,96,156
6524,河北德旭焊管设备制造有限公司,96-156,96,156
6525,辽宁聚进科技有限公司,84-120,84,120
6526,西安航玮航空电磁科技有限公司,48-72,48,72
6527,卧龙电气驱动集团股份有限公司,117-182,117,182
6528,罗斯德尔汽车工程技术（北京）有限公司合肥分公司,84-96,84,96
6529,元计算（天津）科技发展有限公司,96-180,96,180
6530,云智慧（北京）科技有限公司,104-156,104,156
6531,青岛征信服务有限公司,96-156,96,156
6532,未势能源科技有限公司保定分公司,84-120,84,120
6533,沈阳华星信息技术有限公司,96-144,96,144
6534,北京航空航天大学,96-144,96,144
6535,杭州合杏信息技术有限公司,84-120,84,120
6536,上海奉天电子股份有限公司,117-182,117,182
6537,宜兴市阳羡之星旅馆有限公司,60-108,60,108
6538,苏州艾科瑞思智能装备股份有限公司苏州分公司,112-182,112,182
6539,北京捷文科技股份有限公司,72-96,72,96
6540,上海图启建筑科技股份有限公司,84-144,84,144
6541,中科云谷科技有限公司,120-195,120,195
6542,青岛中海潮科技有限公司,78-117,78,117
6543,合肥国为电子有限公司,96-120,96,120
6544,长春长光睿视光电技术有限责任公司,84-168,84,168
6545,深圳市易星标技术有限公司,108-168,108,168
6546,北京泰福特电子科技有限公司,108-168,108,168
6547,苏州迈为科技股份有限公司,112-182,112,182
6548,中科数字经济研究院,84-144,84,144
6549,北京海科智机器人科技有限公司,96-156,96,156
6550,哈尔滨新光光电科技股份有限公司,96-156,96,156
6551,锐捷网络股份有限公司,60-120,60,120
6552,济南堃汀仪器设备有限公司,84-144,84,144
6553,山东华天电气有限公司,98-168,98,168
6554,天津锐微科技有限公司,96-156,96,156
6555,西安彼睿电子科技有限公司,96-156,96,156
6556,南京埃立特自动化技术有限公司,96-156,96,156
6557,农芯科技（北京）有限责任公司,126-140,126,140
6558,江苏米特物联网科技有限公司,120-195,120,195
6559,西安西驰电气股份有限公司,72-120,72,120
6560,石家庄通合电子科技股份有限公司,104-169,104,169
6561,淄博高新技术产业开发区MEMS研究院,84-108,84,108
6562,北京京仪仪器仪表研究总院有限公司,96-120,96,120
6563,常州巴乌克智能科技有限公司,104-169,104,169
6564,浙江飞航智能科技有限公司,112-182,112,182
6565,广州尚医网信息技术有限公司,84-132,84,132
6566,青鸟消防股份有限公司,96-156,96,156
6567,开封时代新能源科技有限公司,60-120,60,120
6568,陕西拓普索尔电子科技有限责任公司,108-168,108,168
6569,沈阳中科博微科技股份有限公司,72-108,72,108
6570,郑州众智科技股份有限公司,135-210,135,210
6571,广州建研数力建筑科技有限公司北京分公司,120-195,120,195
6572,成都卫士通信息产业股份有限公司,98-168,98,168
6573,北京迪文科技有限公司,96-156,96,156
6574,南京学思信息技术有限责任公司,72-120,72,120
6575,中科院信工所,117-182,117,182
6576,森思泰克河北科技有限公司,96-144,96,144
6577,吴江市金澜机械制造有限公司,84-120,84,120
6578,浙江正泰中自控制工程有限公司,112-182,112,182
6579,北京品驰健康科技有限公司,120-195,120,195
6580,缔金团（天津）科技有限公司,72-96,72,96
6581,北京中科力盛科技有限公司,60-120,60,120
6582,北京永乐华航精密仪器仪表有限公司,135-210,135,210
6583,深圳市国电科技通信有限公司,108-168,108,168
6584,山东恒鲁生物科技有限公司,70-140,70,140
6585,上海楷登电子科技有限公司,60-72,60,72
6586,湖南万为智能机器人技术有限公司,96-180,96,180
6587,中核控制系统工程有限公司,96-156,96,156
6588,青岛品源信息技术有限公司,96-156,96,156
6589,昆仑数智科技有限责任公司,84-144,84,144
6590,天津市航天安通电子科技有限公司,108-168,108,168
6591,辽宁奉和信息科技有限公司,84-108,84,108
6592,重庆泛锐科技有限公司,60-120,60,120
6593,湖南诺威测控技术有限公司,96-156,96,156
6594,阿米检测技术有限公司,96-144,96,144
6595,安徽省优质采科技发展有限责任公司,112-140,112,140
6596,威胜集团有限公司,135-210,135,210
6597,广州天赐高新材料股份有限公司,91-156,91,156
6598,云南允探数字科技有限公司,84-120,84,120
6599,吉林省格润物联科技有限公司,84-144,84,144
6600,杭州百慧医疗设备有限公司,104-169,104,169
6601,长荣科技集团有限公司,60-120,60,120
6602,益模（重庆）智能制造研究院有限公司,96-144,96,144
6603,重庆市汇人健康管理有限责任公司,108-168,108,168
6604,上海卓易科技股份有限公司,108-168,108,168
6605,四川省智慧交通科技有限责任公司,108-168,108,168
6606,江苏云仟佰数字科技有限公司,84-144,84,144
6607,中核核信信息技术（北京）有限公司,112-140,112,140
6608,上海嘉洪信息技术有限公司,60-96,60,96
6609,意昂神州（北京）科技有限公司,84-144,84,144
6610,佛山中科灿光微电子设备有限公司,84-108,84,108
6611,北京集英智在科技有限公司,119-187,119,187
6612,江西省交通科学研究院有限公司,96-144,96,144
6613,杭州万观科技有限公司,72-120,72,120
6614,北京筑信达工程咨询有限公司,96-120,96,120
6615,北京华宁世纪科技有限公司辽宁分公司,36-96,36,96
6616,博世力士乐（西安）电子传动与控制有限公司,117-182,117,182
6617,沈阳国科光明医疗科技有限公司,117-182,117,182
6618,乐普（北京）医疗器械股份有限公司,117-182,117,182
6619,宁波均胜新能源研究院有限公司,126-182,126,182
6620,天津新天正信息技术有限责任公司,60-96,60,96
6621,包头北奔重汽桥箱有限公司,96-144,96,144
6622,上海交通大学,72-96,72,96
6623,上海益麦电磁技术有限公司,96-156,96,156
6624,烟台国工智能科技有限公司,96-144,96,144
6625,深圳市地质环境研究院有限公司,96-144,96,144
6626,无锡微视传感科技有限公司,96-144,96,144
6627,吉林省帕迪克精密仪器有限公司,84-144,84,144
6628,四川兰冠能源科技有限公司,84-144,84,144
6629,江苏集萃药康生物科技股份有限公司,108-168,108,168
6630,北京星网卫通科技开发有限公司,60-120,60,120
6631,苏州三个臭皮匠生物科技有限公司,72-132,72,132
6632,深圳市地质环境研究院有限公司,96-144,96,144
6633,中交安科（南京）技术有限公司,96-120,96,120
6634,北京中矿大地地球探测工程技术有限公司,96-144,96,144
6635,摩方快仓（上海）声学技术有限公司,108-168,108,168
6636,昆明东电科技有限公司,108-168,108,168
6637,河南智河工程技术有限公司,60-96,60,96
6638,武汉半湾信息科技有限公司,78-130,78,130
6639,北辰循环,104-169,104,169
6640,迪飞医学科技（南京）有限公司,108-168,108,168
6641,北京盖特爱达科技有限公司,108-168,108,168
6642,长春市布拉泽医疗科技有限公司,84-120,84,120
6643,翠展微电子（上海）有限公司,96-144,96,144
6644,北京维拓时代建筑设计股份有限公司,96-144,96,144
6645,宁夏百川新材料有限公司,84-120,84,120
6646,台州芯韵科技有限公司,72-132,72,132
6647,楚天飞云制药装备（长沙）有限公司,96-132,96,132
6648,杭州雁行信息科技有限公司,78-130,78,130
6649,湖南省金为新材料科技有限公司,96-108,96,108
6650,武汉虹拓新技术有限责任公司,72-132,72,132
6651,恒业世纪安全技术有限公司,96-156,96,156
6652,伯朗特机器人股份有限公司,104-169,104,169
6653,北京诺克斯达石油科技有限公司,96-144,96,144
6654,北京百迈客生物科技有限公司,104-156,104,156
6655,北方联创通信有限公司,112-140,112,140
6656,天津久荣工业技术有限公司,104-130,104,130
6657,中山市美速光电技术有限公司,96-120,96,120
6658,武汉百易汇能生物科技有限公司,117-182,117,182
6659,山东威高血液净化制品股份有限公司,104-117,104,117
6660,中科计算技术创新研究院,104-169,104,169
6661,阿贝光学技术（福建）有限公司,96-156,96,156
6662,杭州万维镜像科技有限公司,96-156,96,156
6663,北京智芯仿真科技有限公司,104-169,104,169
6664,河南东微电子材料有限公司,96-156,96,156
6665,深圳市威标检测技术有限公司,108-168,108,168
6666,哈尔滨思哲睿智能医疗设备股份有限公司,112-182,112,182
6667,山东奥新医疗科技有限公司,96-144,96,144
6668,广东凯洛欣节能设备有限公司,108-144,108,144
6669,江苏中梵环境科技有限公司,84-144,84,144
6670,北京昊业怡生科技有限公司,60-108,60,108
6671,索为技术股份有限公司,104-143,104,143
6672,北京雅迪力特航空新材料股份公司,60-96,60,96
6673,成都天巡微小卫星科技有限责任公司,84-144,84,144
6674,浙江省长兴天能电源有限公司,104-169,104,169
6675,江苏中海华核环保有限公司,84-132,84,132
6676,清义（山西）新材料科技有限公司,91-130,91,130
6677,北京北方华创微电子装备有限公司,96-144,96,144
6678,医谷（滁州）航空医疗研究院有限公司,104-169,104,169
6679,浙江凯乐士科技集团股份有限公司,96-144,96,144
6680,百林科医药科技（上海）有限公司,104-169,104,169
6681,广东海启星海洋科技有限公司,96-156,96,156
6682,成都英普博集生物科技有限公司,104-117,104,117
6683,重庆轻足迹电子有限公司,96-144,96,144
6684,湖北海震科创技术有限公司,108-156,108,156
6685,四川睿跃土木工程咨询有限公司,120-180,120,180
6686,国家林业和草原局林草调查规划院,36-72,36,72
6687,贵州勘设生态环境科技有限公司,84-120,84,120
6688,贵州航天电子科技有限公司,96-156,96,156
6689,天津艾睿信佳科技发展有限公司,60-96,60,96
6690,湖北新火炬科技有限公司,96-156,96,156
6691,汉威科技集团股份有限公司,60-120,60,120
6692,杭州环研科技有限公司,84-120,84,120
6693,南京中钞长城金融设备有限公司,104-130,104,130
6694,武汉德智自动化科技有限公司,96-156,96,156
6695,浙江万里扬股份有限公司,84-120,84,120
6696,广州山霖生态科技有限公司,117-182,117,182
6697,沈阳乐节科技有限公司,96-144,96,144
6698,业聚医疗器械（深圳）有限公司,117-182,117,182
6699,上海骐杰碳素材料有限公司,104-156,104,156
6700,武汉中能华源设计咨询有限公司,96-156,96,156
6701,山东东润仪表科技股份有限公司,72-120,72,120
6702,天通银厦新材料有限公司,84-120,84,120
6703,广东博迈医疗科技股份有限公司,126-182,126,182
6704,广州天科生物科技有限公司,84-120,84,120
6705,广州五所环境仪器有限公司,120-165,120,165
6706,厦门斯坦道科学仪器股份有限公司,108-168,108,168
6707,北京同益中新材料科技股份有限公司,117-182,117,182
6708,保光（天津）汽车零部件有限公司,84-144,84,144
6709,烟台杰瑞石油服务集团股份有限公司,84-144,84,144
6710,合肥启灏医疗科技有限公司,96-144,96,144
6711,碳管家智能云平台有限公司,72-120,72,120
6712,武汉龙之燚设计研究有限公司,78-104,78,104
6713,南京东新慧科信息技术有限公司,96-144,96,144
6714,青岛森麒麟轮胎股份有限公司,96-156,96,156
6715,江苏深瑞光学技术有限公司,195-390,195,390
6716,苏州苏映视图像软件科技有限公司,280-420,280,420
6717,四川速宝网络科技有限公司,240-420,240,420
6718,济南磐升生物技术有限公司,132-264,132,264
6719,华为软件技术有限公司,288-560,288,560
6720,上海思尔芯技术股份有限公司,308-420,308,420
6721,睿励科学仪器（上海）有限公司,192-360,192,360
6722,北京纳通科技集团有限公司,210-350,210,350
6723,科华数据股份有限公司,210-420,210,420
6724,深圳研控自动化科技股份有限公司,168-336,168,336
6725,北京数巅科技有限公司成都分公司,270-525,270,525
6726,上海沈德无创时代医疗科技有限公司,180-360,180,360
6727,中电科风华信息装备股份有限公司,195-390,195,390
6728,北京国泰蓝盾科技有限公司,300-480,300,480
6729,浙江艾罗网络能源技术股份有限公司,450-675,450,675
6730,凌云光技术股份有限公司,390-455,390,455
6731,上光通信技术（上海）有限公司,350-700,350,700
6732,驭势（上海）汽车科技有限公司,240-480,240,480
6733,中科芯集成电路有限公司,182-364,182,364
6734,宁波泽为科技有限公司,132-264,132,264
6735,夯实科技（广州）有限公司,156-312,156,312
6736,精锐视觉智能科技（上海）有限公司,144-288,144,288
6737,井松机器人（杭州）有限公司,156-312,156,312
6738,上海蔚来汽车有限公司,390-715,390,715
6739,天津恒宇医疗科技有限公司,180-300,180,300
6740,合肥安迅精密技术有限公司,180-300,180,300
6741,博流智能科技（南京）有限公司,300-540,300,540
6742,北京嘀嘀无限科技发展有限公司,375-525,375,525
6743,武汉之道在线教育科技有限公司,216-300,216,300
6744,北京京东世纪贸易有限公司,325-650,325,650
6745,豪尔赛科技集团股份有限公司,180-360,180,360
6746,上海秉拓智能科技有限公司,240-420,240,420
6747,阿里巴巴达摩院（杭州）科技有限公司,240-480,240,480
6748,上海优集工业软件有限公司,325-650,325,650
6749,深圳泊松软件技术有限公司,240-360,240,360
6750,合肥行健智能机器人有限公司,195-390,195,390
6751,上海奕瑞光电子科技股份有限公司,195-390,195,390
6752,北京麦麦趣耕科技有限公司,225-450,225,450
6753,高知特智能技术（上海）有限公司,325-650,325,650
6754,广州敏视数码科技有限公司,195-325,195,325
6755,苏州汇川技术有限公司,300-450,300,450
6756,上海闪策信息科技有限公司,375-750,375,750
6757,广东三鼎智能装备有限公司,360-720,360,720
6758,深圳鸿芯微纳技术有限公司,350-700,350,700
6759,成都时识科技有限公司,400-720,400,720
6760,艾索信息股份有限公司,240-360,240,360
6761,南京泉峰科技有限公司,330-600,330,600
6762,南京曜石软件技术有限公司,240-264,240,264
6763,智驭医疗科技（广州）有限公司,234-325,234,325
6764,深圳十沣科技有限公司,280-560,280,560
6765,西安荣耀终端有限公司,360-720,360,720
6766,逸超科技（北京）有限公司,280-490,280,490
6767,阳光电源股份有限公司,240-360,240,360
6768,广州宸境科技有限公司,195-390,195,390
6769,成都今是科技有限公司,180-360,180,360
6770,北京云智软通信息技术有限公司,300-480,300,480
6771,上海新基讯通信技术有限公司,225-450,225,450
6772,科威泰科技股份有...,210-350,210,350
6773,深圳市汇川技术股份有限公司,368-560,368,560
6774,湖南北云科技有限公司,210-420,210,420
6775,比亚迪汽车工业有限公司,300-600,300,600
6776,龙芯中科技术股份有限公司,240-360,240,360
6777,上海云骥智行智能科技有限公司,375-750,375,750
6778,磅客策（上海）智能医疗科技有限公司,216-360,216,360
6779,上海矽湃微电子有限公司,180-336,180,336
6780,深圳市英威腾电气股份有限公司,210-350,210,350
6781,北京小米移动软件有限公司,300-480,300,480
6782,宁波欧熠乐科技有限公司,195-390,195,390
6783,素问九州,180-360,180,360
6784,广东惠威电声科技有限公司,144-288,144,288
6785,深圳市名竹科技有限公司,300-420,300,420
6786,中信银行股份有限公司,360-720,360,720
6787,深圳市芯璨科技有限公司,252-392,252,392
6788,上海元视芯智能科技有限公司,225-375,225,375
6789,曼迪（北京）软件科技有限公司,260-273,260,273
6790,华睿泰科技（北京）有限公司,240-360,240,360
6791,上海捷晋企业管理咨询有限公司,390-650,390,650
6792,青岛青禾方略管理咨询有限公司,280-350,280,350
6793,北京华卓精科科技股份有限公司,260-455,260,455
6794,上海鑫国动力科技有限公司,300-420,300,420
6795,国光电器股份有限公司,216-360,216,360
6796,成都新易盛通信技术股份有限公司,224-420,224,420
6797,以诺康医疗科技（苏州）有限公司,325-520,325,520
6798,深圳市雷赛智能控制股份有限公司,225-375,225,375
6799,天地（常州）自动化股份有限公司,240-300,240,300
6800,西安中科光电精密工程有限公司,240-480,240,480
6801,珠海英搏尔电气股份有限公司,144-288,144,288
6802,泰克索尔技术（深圳）有限公司,455-585,455,585
6803,高视科技（苏州）有限公司,208-338,208,338
6804,安徽中科光电色选机械有限公司,204-360,204,360
6805,众瑞充（江苏）新能源科技有限公司,180-360,180,360
6806,苏州希盟科技股份有限公司,180-300,180,300
6807,苏州铂电智能装备有限公司,336-540,336,540
6808,北京中科宇航技术有限公司,420-600,420,600
6809,深圳市德兰明海科技有限公司,180-300,180,300
6810,港航科（深圳）空间技术有限公司,300-540,300,540
6811,北京辐全智能科技股份有限公司,240-360,240,360
6812,江苏征途电气科技有限公司,350-490,350,490
6813,合肥中科采象科技有限公司,280-560,280,560
6814,成都中科微信息技术研究院有限公司,252-420,252,420
6815,杭州蔚斯博系统科技有限公司,216-336,216,336
6816,宸芯科技股份有限公司,270-540,270,540
6817,四川恒湾科技有限公司,180-300,180,300
6818,深圳市首航新能源股份有限公司,300-600,300,600
6819,湖北久之洋信息科技有限公司,210-350,210,350
6820,锐捷网络股份有限公司,240-360,240,360
6821,瞬曜电子科技（上海）有限公司,520-845,520,845
6822,金竟（广州）科技有限责任公司,156-300,156,300
6823,秋懿（北京）传媒科技有限公司,192-288,192,288
6824,深圳北芯生命科技股份有限公司,280-560,280,560
6825,深圳市神武传感器有限公司,204-360,204,360
6826,浙江电驱动创新中心有限公司,325-390,325,390
6827,上海英恒电子有限公司,255-450,255,450
6828,上海剑平动平衡机制造有限公司,195-390,195,390
6829,上海零一汽车科技有限公司,450-750,450,750
6830,展讯通信（上海）有限公司,450-900,450,900
6831,芯和半导体科技（上海）股份有限公司,280-560,280,560
6832,深圳国微芯科技有限公司,266-350,266,350
6833,微创投资控股有限公司,350-420,350,420
6834,南京瑞德医疗科技有限公司,240-420,240,420
6835,上海镌极特种设备有限公司,195-325,195,325
6836,博世（中国）投资有限公司,225-375,225,375
6837,中仿智能科技（上海）股份有限公司,216-300,216,300
6838,中软国际科技服务有限公司,360-720,360,720
6839,英乐飞半导体（广州）有限公司,240-450,240,450
6840,探步科技（上海）有限公司,300-600,300,600
6841,常州联力自动化科技有限公司,280-420,280,420
6842,北京航天遥感国际科技发展有限公司,144-288,144,288
6843,遨博（江苏）机器人有限公司,240-360,240,360
6844,上海优爱宝智能机器人科技股份有限公司,144-288,144,288
6845,深圳市睿达科技有限公司,240-360,240,360
6846,深圳市佳美智创科技有限公司,480-840,480,840
6847,上海华大九天信息科技有限公司,300-600,300,600
6848,季华实验室,216-300,216,300
6849,成都中嘉微视科技有限公司,240-360,240,360
6850,苏州博理新材料科技有限公司,180-360,180,360
6851,武汉启辰瑞联技术有限公司,270-450,270,450
6852,东南数字经济发展研究院,144-288,144,288
6853,北京润科通用技术有限公司,168-312,168,312
6854,新奥新智科技有限公司,280-560,280,560
6855,比亚迪汽车有限公司,180-288,180,288
6856,纵目科技（上海）股份有限公司,325-520,325,520
6857,上海诺生医疗科技有限公司,375-450,375,450
6858,安霸半导体技术（上海）有限公司,455-520,455,520
6859,亿维特（南京）航空科技有限公司,240-360,240,360
6860,苏州博古特智造有限公司,325-455,325,455
6861,武汉芯必达微电子有限公司,300-360,300,360
6862,万有引力（宁波）电子科技有限公司,630-840,630,840
6863,深圳市朗石科学仪器有限公司,324-450,324,450
6864,北京世冠金洋科技发展有限公司,195-390,195,390
6865,哈尔滨新光光电科技股份有限公司北京分公司,300-420,300,420
6866,广东天太机器人有限公司,216-276,216,276
6867,万帮数字能源股份有限公司,240-360,240,360
6868,北京迪路科技有限公司,195-390,195,390
6869,上海儒竞智控技术有限公司,360-480,360,480
6870,西安星辰电气有限公司,180-360,180,360
6871,北京踏歌智行科技有限公司,360-600,360,600
6872,光宝通信（广州）有限公司南京分公司,280-490,280,490
6873,上海拓璞数控科技股份有限公司,180-360,180,360
6874,重庆希微科技有限公司,420-560,420,560
6875,上海巨人能源科技有限公司,300-420,300,420
6876,北京耐特威光电系统科技有限公司,195-325,195,325
6877,华芯程（杭州）科技有限公司,420-560,420,560
6878,上海星思半导体有限责任公司,300-600,300,600
6879,四川省莱沃云创科技有限公司,192-384,192,384
6880,杭州长川科技股份有限公司,216-360,216,360
6881,三星半导体（中国）研究开发有限公司,180-300,180,300
6882,上海映驰科技有限公司,585-975,585,975
6883,北京深维科技有限公司,238-378,238,378
6884,福瑞泰克智能系统有限公司上海分公司,280-560,280,560
6885,青岛东软载波科技股份有限公司,144-288,144,288
6886,北京赛智创业科技有限公司,300-600,300,600
6887,杭州广立微电子股份有限公司,400-560,400,560
6888,北京智芯微电子科技有限公司,350-700,350,700
6889,出门问问信息科技有限公司,420-630,420,630
6890,小米科技有限责任公司,300-600,300,600
6891,狮骏科技（深圳）有限公司,325-455,325,455
6892,百度时代网络技术（北京）有限公司,450-900,450,900
6893,北京思灵机器人科技有限责任公司,390-650,390,650
6894,北京兆维智能装备有限公司,216-336,216,336
6895,上海鸿晔电子科技股份有限公司,260-520,260,520
6896,常州星宇车灯股份有限公司,180-360,180,360
6897,蓝帆医疗股份有限公司,360-600,360,600
6898,武汉微泰电子有限公司,182-350,182,350
6899,上海线维传动科技有限公司,360-720,360,720
6900,江苏集萃智能制造技术研究所有限公司,132-264,132,264
6901,普天东方通信集团有限公司北京分公司,210-308,210,308
6902,鹏城实验室,240-480,240,480
6903,深圳市瑞沃德生命科技有限公司,210-420,210,420
6904,重庆长安汽车软件科技有限公司,280-560,280,560
6905,广州小鹏汽车科技有限公司,420-750,420,750
6906,北京罗博施通信技术有限公司,240-360,240,360
6907,陕西奇路穿越机器人有限公司,216-360,216,360
6908,思佰川技术（惠州）有限公司,192-300,192,300
6909,西安庆安航空电子有限公司,280-420,280,420
6910,北京罗克维尔斯科技有限公司,280-560,280,560
6911,翔升（上海）电子技术有限公司,300-480,300,480
6912,南京后摩智能科技有限公司,600-750,600,750
6913,长沙景嘉微电子股份有限公司,192-360,192,360
6914,江苏芯云电子科技有限公司,450-750,450,750
6915,比昂恒创（上海）科技有限公司,270-525,270,525
6916,深圳绿野微萌信息科技有限公司,420-720,420,720
6917,四川九洲电器集团有限责任公司,240-480,240,480
6918,上海华为技术有限公司,480-960,480,960
6919,瞬曜电子科技（上海）有限公司,520-845,520,845
6920,北京超星未来科技有限公司,540-900,540,900
6921,北京心联光电科技有限公司,360-720,360,720
6922,通维数码科技（上海）有限公司,455-845,455,845
6923,中软国际科技服务有限公司,360-720,360,720
6924,中山大洋电机股份有限公司,364-715,364,715
6925,深圳市汇川技术股份有限公司,480-960,480,960
6926,深圳市佳美智创科技有限公司,480-840,480,840
6927,爱芯元智半导体（上海）有限公司,420-840,420,840
6928,万有引力（宁波）电子科技有限公司,630-840,630,840
6929,芯华章科技股份有限公司,420-720,420,720
6930,中科慧远智能装备（广东）有限公司,560-980,560,980
6931,奇智（青岛）智能科技有限公司,480-660,480,660
6932,北京智联安科技有限公司,390-780,390,780
6933,北京四方视语科技有限公司,840-1120,840,1120
6934,上海映驰科技有限公司,585-975,585,975
6935,百度时代网络技术（北京）有限公司,450-900,450,900
6936,上海线维传动科技有限公司,360-720,360,720
6937,合肥复睿微电子有限公司,480-880,480,880
6938,苏州苏映视图像软件科技有限公司,560-980,560,980
6939,惠州比亚迪电子有限公司,600-960,600,960
6940,深圳绿野微萌信息科技有限公司,420-720,420,720
6941,小米通讯技术有限公司,450-825,450,825
6942,浪潮通信技术有限公司,560-840,560,840
6943,上海楷登电子科技有限公司,450-900,450,900
6944,上海燧原科技有限公司,525-900,525,900
6945,华为终端有限公司,450-900,450,900
6946,北京京东世纪贸易有限公司,480-840,480,840
6947,希德姆（北京）汽车科技有限公司,420-840,420,840
6948,深圳汉阳科技有限公司,455-845,455,845
6949,中汽创智科技有限公司,360-720,360,720
6950,北京为准智能科技有限公司,420-660,420,660
6951,福建中科光芯光电科技有限公司,520-780,520,780
6952,武汉数字化设计与制造创新中心有限公司,360-720,360,720
6953,杭州优亿医疗器械有限公司,600-960,600,960
6954,思科系统（中国）研发有限公司,600-840,600,840
6955,特斯拉汽车（北京）有限公司,420-720,420,720
6956,探步科技（上海）有限公司,480-840,480,840
6957,北京百度网讯科技有限公司,450-900,450,900
6958,华为云计算技术有限公司,540-1080,540,1080
6959,辉羲智能科技（上海）有限公司,450-900,450,900
6960,苏州挚途科技有限公司,480-720,480,720
6961,上海欣盒汽车科技有限公司,750-1200,750,1200
6962,北京集睿致远科技有限公司,560-980,560,980
6963,北京张量无限科技有限公司,525-825,525,825
6964,博世汽车部件（苏州）有限公司,360-720,360,720
6965,上海砺群科技有限公司,640-1040,640,1040
6966,北京天玛智控科技股份有限公司,600-840,600,840
6967,深圳市腾讯计算机系统有限公司,600-1050,600,1050
6968,佳缘科技股份有限公司,360-720,360,720
6969,北京沃凯诺电子技术有限公司,600-780,600,780
6970,深圳市中为智能信息技术有限公司,520-715,520,715
6971,上海酷芯半导体有限公司,390-780,390,780
6972,北京三星通信技术研究有限公司,450-900,450,900
6973,上海红西瓜半导体技术有限公司,900-1200,900,1200
6974,广州导远电子科技有限公司,450-825,450,825
6975,微软（中国）有限公司,360-720,360,720
6976,中科碳元（深圳）生物科技有限公司,480-780,480,780
6977,北京泰辉隆创信息科技有限公司,600-840,600,840
6978,杭州华为企业通信技术有限公司,480-960,480,960
6979,三一重工股份有限公司,450-900,450,900
6980,中电金信软件有限公司,490-770,490,770
6981,苏州希盟科技股份有限公司,480-840,480,840
6982,江苏为是科技有限公司,630-1050,630,1050
6983,淡水泉（北京）投资管理有限公司,600-1200,600,1200
6984,民生科技有限责任公司,360-720,360,720
6985,支付宝（杭州）信息技术有限公司,640-1120,640,1120
6986,上海洪湃科技有限公司,420-840,420,840
6987,北京快手科技有限公司,480-960,480,960
